nan nan
-121.904398	36.983550
-121.904302	36.983830
-121.904398	36.983921
-121.904499	36.984068
-121.904701	36.984279
-121.904902	36.984380
-121.905301	36.984472
-121.905599	36.984618
-121.905902	36.984769
-121.906200	36.985049
-121.906300	36.985319
-121.906099	36.984769
-121.905902	36.984522
-121.905498	36.984362
-121.905200	36.984288
-121.904999	36.984242
-121.904701	36.984022
-121.904600	36.983729
-121.904600	36.983399
-121.904398	36.983069
-121.904201	36.982812
-121.903999	36.982441
-121.903500	36.981831
-121.903101	36.981492
-121.902798	36.981171
-121.902601	36.980571
-121.902500	36.980140
-121.902702	36.979672
-121.902798	36.979292
-121.903101	36.979031
-121.903500	36.978779
-121.903899	36.978582
-121.904201	36.978288
-121.904201	36.977830
-121.903999	36.977569
-121.903601	36.977238
-121.903399	36.976789
-121.903202	36.976542
-121.902702	36.976180
-121.902299	36.976093
-121.901900	36.976079
-121.901602	36.976060
-121.901300	36.975960
-121.901199	36.975721
-121.901002	36.975410
-121.901002	36.974992
-121.901002	36.974731
-121.901199	36.974479
-121.901602	36.974172
-121.901900	36.973989
-121.902203	36.973828
-121.903601	36.973512
-121.904701	36.972879
-121.904902	36.972540
-121.904902	36.971679
-121.905099	36.971381
-121.905301	36.970661
-121.905498	36.970381
-121.905498	36.969950
-121.905700	36.969721
-121.906002	36.968979
-121.906200	36.968928
-121.906502	36.968979
-121.908001	36.969790
-121.908299	36.969850
-121.910600	36.970890
-121.911099	36.971041
-121.911700	36.971321
-121.913002	36.969341
-121.913199	36.969460
-121.911902	36.971381
-121.915399	36.973049
-121.917099	36.973782
-121.920601	36.975213
-121.921101	36.975460
-121.921500	36.975653
-121.922100	36.975790
-121.922302	36.975941
-121.924901	36.976730
-121.925103	36.976872
-121.927000	36.977252
-121.927298	36.977541
-121.927802	36.977408
-121.928201	36.977472
-121.930800	36.978132
-121.931103	36.978141
-121.932001	36.978311
-121.933202	36.978412
-121.933999	36.978462
-121.935200	36.978471
-121.935700	36.978471
-121.936502	36.978481
-121.937400	36.978481
-121.938001	36.978339
-121.938601	36.978178
-121.938899	36.978022
-121.939601	36.977569
-121.940201	36.977312
-121.940802	36.977018
-121.941599	36.976432
-121.942099	36.976079
-121.942300	36.975781
-121.943501	36.974882
-121.943698	36.974511
-121.943900	36.974291
-121.944899	36.973769
-121.945101	36.973608
-121.945399	36.973498
-121.945999	36.973072
-121.946302	36.972989
-121.946398	36.972870
-121.946600	36.972870
-121.948003	36.972059
-121.948401	36.971921
-121.949501	36.971701
-121.950299	36.971821
-121.950799	36.971931
-121.951101	36.972082
-121.951601	36.972398
-121.952600	36.973141
-121.953100	36.973640
-121.953498	36.974090
-121.954099	36.974892
-121.954401	36.975579
-121.954800	36.976152
-121.955002	36.976730
-121.955199	36.976922
-121.955501	36.977238
-121.955501	36.977408
-121.955602	36.977582
-121.955799	36.978582
-121.955900	36.978820
-121.956001	36.979049
-121.956102	36.979209
-121.956198	36.979471
-121.956400	36.979842
-121.957399	36.981281
-121.957899	36.982418
-121.957899	36.982652
-121.957999	36.982730
-121.958201	36.982592
-121.958201	36.982372
-121.957999	36.982028
-121.957999	36.981822
-121.957601	36.980928
-121.957101	36.980452
-121.957000	36.980172
nan nan
